005389|현대차3우B|88,200
217770|TIGER 원유선물인버스(H)|2,970
006840|AK홀딩스|16,050
006220|제주은행|6,570
013580|계룡건설|23,600
015360|예스코홀딩스|35,100
003120|일성신약|79,100
023450|동남합성|58,200
002620|제일파마홀딩스|13,150
005680|삼영전자|10,500
229640|LS전선아시아|6,800
091160|KODEX 반도체|28,070
004360|세방|10,700
192090|TIGER 차이나CSI300|11,010
417310|코람코더원리츠|5,130
102260|동성케미컬|4,170
058430|포스코스틸리온|34,500
018470|조일알미늄|1,645
002210|동성제약|7,880
120030|조선선재|163,500
101530|해태제과식품|7,060
008040|사조동아원|1,450
100250|진양홀딩스|3,625
011760|현대코퍼레이션|15,300
014280|금강공업|6,920
004310|현대약품|6,260
168580|KINDEX 중국본토CSI300|29,840
282000|KBSTAR 국고채3년선물인버스|103,570
000540|흥국화재|3,095
011500|한농화성|12,700
033920|무학|6,950
008700|아남전자|2,550
006110|삼아알미늄|17,850
407310|HANARO 200 TOP10|8,050
003160|디아이|6,170
070960|용평리조트|4,010
013360|일성건설|3,570
004560|현대비앤지스틸|12,750
000390|삼화페인트|7,080
000430|대원강업|3,075
014160|대영포장|1,755
005720|넥센|3,540
400760|NH올원리츠|4,435
003555|LG우|61,600
015890|태경산업|6,360
000970|한국주철관|8,150
007210|벽산|2,700
091170|KODEX 은행|6,120
001340|백광산업|4,095
000155|두산우|46,000
013570|디와이|6,980
036580|팜스코|4,955
074610|이엔플러스|3,140
168490|한국패러랠|2,230
700001|하나 코스피 변동성추세 추종 양매도 ETN|7,135
005945|NH투자증권우|9,410
334890|이지스밸류리츠|4,835
182480|TIGER 미국MSCI리츠(합성 H)|13,420
132030|KODEX 골드선물(H)|11,445
214390|경보제약|7,320
083420|그린케미칼|7,260
412770|TIGER 글로벌메타버스액티브|6,875
228800|TIGER 여행레저|3,825
004970|신라교역|10,800
271050|KODEX WTI원유선물인버스(H)|4,260
004710|한솔테크닉스|5,390
325020|KODEX 배당가치|11,330
530036|삼성 인버스 2X WTI원유 선물 ETN|115
090350|노루페인트|8,600
063160|종근당바이오|31,350
500053|신한 레버리지 천연가스 선물 ETN|17,195
007860|서연|7,280
02826K|삼성물산우B|105,000
010580|에스엠벡셀|1,530
094280|효성ITX|14,550
275980|TIGER 글로벌4차산업혁신기술(합성 H)|14,740
161510|ARIRANG 고배당주|10,960
248170|샘표식품|36,350
092200|디아이씨|4,250
245710|KINDEX 베트남VN30(합성)|19,880
012030|DB|806
401170|KBSTAR iSelect메타버스|7,415
033530|세종공업|5,760
302450|KBSTAR 코스피|24,460
282690|동아타이어|11,600
002170|삼양통상|53,100
267850|아시아나IDT|14,350
017550|수산중공업|2,945
009270|신원|1,665
295040|SOL 200TR|11,025
010820|퍼스텍|3,295
143860|TIGER 헬스케어|31,000
005010|휴스틸|4,030
015540|쎌마테라퓨틱스|6,410
000700|유수홀딩스|6,000
329650|KODEX TRF3070|10,850
006740|영풍제지|6,980
372910|한컴라이프케어|5,590
326240|KBSTAR IT플러스|16,295
004080|신흥|16,100
006890|태경케미컬|13,150
002700|신일전자|2,140
372330|KODEX 차이나항셍테크|6,650
007540|샘표|52,800
102280|쌍방울|562
014790|한라|3,900
002450|삼익악기|1,625
002140|고려산업|5,910
007280|한국특강|2,430
000320|노루홀딩스|11,000
078520|에이블씨엔씨|5,360
134380|미원화학|66,300
570045|TRUE 레버리지 천연가스 선물 ETN(H)|14,510
409820|KODEX 미국나스닥100레버리지(합성 H)|5,250
008260|NI스틸|5,050
004090|한국석유|11,350
232080|TIGER 코스닥150|11,575
000180|성창기업지주|2,045
000860|강남제비스코|21,850
363570|KODEX 장기종합채권(AA-이상)액티브KAP|87,740
096775|SK이노베이션우|112,000
015230|대창단조|4,890
004140|동방|2,900
003650|미창석유|80,200
009070|KCTC|4,645
308170|센트랄모텍|16,100
003830|대한화섬|104,000
001750|한양증권|10,750
396690|미래에셋글로벌리츠|4,700
004960|한신공영|11,800
004150|한솔홀딩스|3,245
003460|유화증권|2,400
244920|에이플러스에셋|6,010
017900|광전자|2,340
009810|플레이그램|1,495
004720|팜젠사이언스|8,670
091090|세원이앤씨|846
570019|TRUE 코스피 양매도 5% OTM ETN|8,870
003547|대신증권2우B|13,300
003610|방림|3,140
138540|TIGER 현대차그룹+펀더멘털|22,305
210540|디와이파워|11,950
350520|이지스레지던스리츠|4,650
010040|한국내화|3,200
006880|신송홀딩스|11,050
357430|마스턴프리미어리츠|4,910
004540|깨끗한나라|3,490
219480|KODEX 미국S&P500선물(H)|19,065
017040|광명전기|2,970
093230|이아이디|1,365
012800|대창|1,400
520026|미래에셋 코스피 양매도 5% OTM ETN|8,530
008970|동양철관|1,075
053690|한미글로벌|11,650
252710|TIGER 200선물인버스2X|3,255
328370|ARIRANG 코스피TR|12,360
510011|대신 골드 커버드콜 타겟 5%인컴 ETN(H)|12,695
012690|모나리자|3,460
089470|HDC현대EP|3,970
267290|경동도시가스|21,400
014530|극동유화|3,610
33626K|두산퓨얼셀1우|9,390
032560|황금에스티|7,370
009470|삼화전기|18,900
020760|일진디스플|2,455
228810|TIGER 미디어컨텐츠|7,080
091230|TIGER 반도체|28,730
000220|유유제약|7,040
002720|국제약품|6,000
023800|인지컨트롤스|7,900
067830|세이브존I&C|2,940
309230|KINDEX 미국WideMoat가치주|17,740
019175|신풍제약우|54,800
024890|대원화성|2,920
006370|대구백화점|11,100
003480|한진중공업홀딩스|4,045
385560|KBSTAR KIS국고채30년Enhanced|77,785
130730|KOSEF 단기자금|101,325
071970|STX중공업|4,175
005430|한국공항|37,350
100840|SNT에너지|15,700
019440|세아특수강|13,700
411420|KODEX 미국메타버스나스닥액티브|6,865
415340|KODEX 차이나과창판STAR50(합성)|8,370
012200|계양전기|3,585
114260|KODEX 국고채3년|56,410
004060|SG세계물산|577
270810|KBSTAR 코스닥150|11,230
011150|CJ씨푸드|3,225
332930|HANARO 200TR|38,545
017180|명문제약|3,400
003560|IHQ|731
016880|웅진|1,440
002360|SH에너지화학|1,035
273140|KODEX 단기변동금리부채권액티브|103,695
000520|삼일제약|8,380
123690|한국화장품|7,140
069460|대호에이엘|2,200
014580|태경비케이|4,135
101140|인바이오젠|2,135
006380|카프로|2,840
034590|인천도시가스|25,900
009190|대양금속|3,490
150460|TIGER 중국소비테마|6,810
28513K|SK케미칼우|52,900
001290|상상인증권|1,030
002410|범양건영|4,490
069640|한세엠케이|3,695
025750|한솔홈데코|1,375
363510|SOL KIS단기통안채|101,060
152550|한국ANKOR유전|1,580
007110|일신석재|1,415
011690|와이투솔루션|688
006340|대원전선|1,510
010600|웰바이오텍|1,635
264900|크라운제과|8,660
009440|KC그린홀딩스|4,825
380440|엔에이치스팩19호|2,100
005740|크라운해태홀딩스|7,250
023000|삼원강재|2,690
001045|CJ우|47,500
002220|한일철강|4,010
009200|무림페이퍼|2,570
000300|대유플러스|879
092440|기신정기|3,610
03473K|SK우|186,000
002760|보락|1,750
013870|지엠비코리아|5,490
013700|까뮤이앤씨|2,310
002600|조흥|174,000
365780|KINDEX 국고채10년|88,160
001260|남광토건|10,550
000890|보해양조|744
005800|신영와코루|11,450
134790|시디즈|51,400
395170|KODEX Fn Top10동일가중|7,390
570043|TRUE 레버리지 나스닥 100 ETN|20,540
277630|TIGER 코스피|24,640
005320|국동|1,845
047400|유니온머티리얼|2,425
010960|삼호개발|4,060
034300|신세계건설|25,350
002630|오리엔트바이오|855
005870|휴니드|7,150
214420|토니모리|4,190
009460|한창제지|1,685
025820|이구산업|3,000
570022|TRUE 레버리지 S&P500 선물 ETN(H)|20,020
283580|KODEX 차이나CSI300|13,520
163560|동일고무벨트|7,170
245360|TIGER 차이나HSCEI|10,060
419430|KODEX 차이나2차전지MSCI(합성)|11,670
001550|조비|19,100
035000|지투알|5,980
004830|덕성|6,300
278240|KBSTAR 코스닥150선물레버리지|9,650
227840|현대코퍼레이션홀딩스|10,750
003350|한국화장품제조|21,500
002880|대유에이텍|845
016740|두올|2,925
004770|써니전자|2,775
012170|아센디오|1,200
000950|전방|57,400
090370|메타랩스|774
004410|서울식품|256
001080|만호제강|23,050
003010|혜인|7,520
304940|KODEX 미국나스닥100선물(H)|15,530
008250|이건산업|8,720
015590|큐로|412
004440|삼일씨엔에스|7,470
075180|새론오토모티브|4,950
305080|TIGER 미국채10년선물|12,015
002795|아모레G우|14,700
001140|국보|1,190
058730|다스코|5,220
261240|KODEX 미국달러선물|11,570
003780|진양산업|7,230
007590|동방아그로|6,910
016090|대현|2,125
000500|가온전선|22,550
031820|콤텍시스템|772
011810|STX|3,260
261220|KODEX WTI원유선물(H)|17,590
000650|천일고속|65,200
245340|TIGER 미국다우존스30|20,970
